STOCKID,STOCKNAME,STOCKSYMBOL,STOCKEXCHANGE,PURCHASEPRICE,PURCHASEDATE,QUANTITY,INVESTMENTACCOUNTID
1939,Larsen & Toubro Infotech Limited, LTI,NSE,964,YYYY-21-DD 11:21:SS,57,MLDJ75847253804720
1940,Hindustan Zinc Limited, HINDZINC,BSE,307,YYYY-49-DD 04:49:SS,74,SZHA78061566723780
1941,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,743,YYYY-32-DD 16:32:SS,16,UQGM79405633599494
1942,Cipla Limited, CIPLA,BSE,662,YYYY-27-DD 11:27:SS,21,SGHW29068446369717
1943,Adani Enterprises Limited, ADANIENT,NSE,706,YYYY-03-DD 06:03:SS,99,BSRB55268013338857
1944,UltraTech Cement Limited, ULTRACEMCO,NSE,491,YYYY-52-DD 05:52:SS,56,HCRQ04822253010040
1945,Wipro Limited, WIPRO,NSE,461,YYYY-14-DD 15:14:SS,29,CUMP30797612563547
1946,Power Grid Corporation of India Limited, POWERGRID,BSE,379,YYYY-21-DD 11:21:SS,34,EHFV12816725073302
1947,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,562,YYYY-03-DD 12:03:SS,63,VFIR91400346347381
1948,Britannia Industries Limited, BRITANNIA,NSE,457,YYYY-23-DD 16:23:SS,52,KMHX27749764650591
1949,Adani Enterprises Limited, ADANIENT,BSE,303,YYYY-29-DD 11:29:SS,31,IHNP38536992332014
1950,Britannia Industries Limited, BRITANNIA,BSE,711,YYYY-40-DD 01:40:SS,81,XRFF11223562656045
1951,Infosys Limited, INFY,BSE,911,YYYY-15-DD 23:15:SS,16,GTHW55215533770805
1952,Tata Consumer Products Limited, TATACONSUM,NSE,769,YYYY-37-DD 04:37:SS,59,CKQP02691510939586
1953,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,359,YYYY-41-DD 07:41:SS,42,KIFX09894294530728
1954,Shree Cement Limited, SHREECEM,BSE,826,YYYY-33-DD 23:33:SS,12,DQFZ39186443316615
1955,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,385,YYYY-19-DD 11:19:SS,34,UDHQ86005940335950
1956,ITC Limited, ITC,NSE,765,YYYY-20-DD 12:20:SS,42,BTCN84307308481690
1957,Adani Enterprises Limited, ADANIENT,BSE,177,YYYY-27-DD 08:27:SS,10,GWST69805183090779
1958,ITC Limited, ITC,BSE,823,YYYY-42-DD 01:42:SS,89,LLGZ48154381697882
1959,Aditya Birla Capital Limited, ABCAPITAL,BSE,996,YYYY-19-DD 14:19:SS,59,HFLM67782079266642
1960,Grasim Industries Limited, GRASIM,BSE,343,YYYY-29-DD 13:29:SS,57,KNFY56840367824032
1961,Bajaj Auto Limited, BAJAJ-AUTO,BSE,843,YYYY-31-DD 04:31:SS,84,QQLL10058145754829
1962,Mahindra & Mahindra Limited, M&M,NSE,454,YYYY-10-DD 22:10:SS,84,NPII22064862395249
1963,Asian Paints Limited, ASIANPAINT,BSE,697,YYYY-48-DD 22:48:SS,57,FRGJ40231056988083
1964,Hindustan Unilever Limited, HINDUNILVR,NSE,922,YYYY-07-DD 03:07:SS,10,IQYT47944865456427
1965,Bajaj Auto Limited, BAJAJ-AUTO,BSE,588,YYYY-55-DD 18:55:SS,63,AALO95363141318555
1966,Hero MotoCorp Limited, HEROMOTOCO,BSE,720,YYYY-52-DD 14:52:SS,23,QEJE87599488976144
1967,SBI Life Insurance Company Limited, SBILIFE,NSE,309,YYYY-27-DD 23:27:SS,86,ZSWZ93559469888050
1968,Maruti Suzuki India Limited, MARUTI,BSE,983,YYYY-22-DD 20:22:SS,27,RUNX75647982535017
1969,Aditya Birla Capital Limited, ABCAPITAL,NSE,807,YYYY-08-DD 22:08:SS,78,NPII22064862395249
1970,Adani Enterprises Limited, ADANIENT,BSE,104,YYYY-30-DD 10:30:SS,11,ICGR36111701600259
1971,Britannia Industries Limited, BRITANNIA,BSE,309,YYYY-18-DD 01:18:SS,44,TEAH49614246876053
1972,HCL Technologies Limited, HCLTECH,BSE,604,YYYY-03-DD 12:03:SS,46,TBCO57828006007059
1973,Eicher Motors Limited, EICHERMOT,BSE,694,YYYY-05-DD 00:05:SS,35,VNTJ61586283218263
1974,Tata Consultancy Services Limited, TCS,NSE,741,YYYY-50-DD 02:50:SS,12,BQEP12379396321424
1975,Tata Motors Limited, TATAMOTORS,NSE,443,YYYY-03-DD 22:03:SS,67,EJSI44676441584094
1976,Wipro Limited, WIPRO,BSE,306,YYYY-58-DD 10:58:SS,65,OBXH35900729831149
1977,Maruti Suzuki India Limited, MARUTI,NSE,938,YYYY-00-DD 14:00:SS,92,OJYI13022913551198
1978,ICICI Bank Limited, ICICIBANK,BSE,531,YYYY-50-DD 05:50:SS,88,CHHW40198647110572
1979,Divi's Laboratories Limited, DIVISLAB,BSE,943,YYYY-34-DD 03:34:SS,38,LDRM60419347695621
1980,Aditya Birla Capital Limited, ABCAPITAL,NSE,704,YYYY-19-DD 16:19:SS,46,GEME25288628342397
1981,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,538,YYYY-02-DD 14:02:SS,3,NQQX02798433925922
1982,Aditya Birla Capital Limited, ABCAPITAL,BSE,912,YYYY-59-DD 13:59:SS,45,OOBQ12841522395870
1983,Tata Consumer Products Limited, TATACONSUM,BSE,587,YYYY-10-DD 08:10:SS,63,MJLL62352761105463
1984,Wipro Limited, WIPRO,BSE,442,YYYY-58-DD 07:58:SS,18,IDPW37346664535905
1985,Shree Cement Limited, SHREECEM,NSE,722,YYYY-47-DD 00:47:SS,71,JBKN39781173405067
1986,Tata Steel Limited, TATASTEEL,BSE,316,YYYY-41-DD 22:41:SS,98,RVCH54764483080106
1987,Asian Paints Limited, ASIANPAINT,NSE,235,YYYY-33-DD 14:33:SS,43,EHKV55482057767357
1988,Bajaj Finance Limited, BAJFINANCE,NSE,385,YYYY-17-DD 16:17:SS,83,QXZJ34200264597812
1989,Power Grid Corporation of India Limited, POWERGRID,BSE,609,YYYY-00-DD 11:00:SS,5,MTXJ18666380024418
1990,Bajaj Finance Limited, BAJFINANCE,NSE,856,YYYY-17-DD 23:17:SS,37,TXKM53201463223004
1991,Infosys Limited, INFY,BSE,532,YYYY-58-DD 08:58:SS,59,SSXJ02949586357621
1992,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,216,YYYY-05-DD 01:05:SS,17,KDVY28641612647014
1993,HDFC Bank Limited, HDFCBANK,NSE,919,YYYY-56-DD 03:56:SS,47,GICI31991362726874
1994,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,488,YYYY-50-DD 07:50:SS,58,SRNQ63187096061996
1995,Cipla Limited, CIPLA,NSE,398,YYYY-58-DD 10:58:SS,61,MTPE85390752835907
1996,Cipla Limited, CIPLA,BSE,299,YYYY-39-DD 07:39:SS,38,ZGCZ50237192579646
1997,Eicher Motors Limited, EICHERMOT,NSE,246,YYYY-17-DD 23:17:SS,50,CDHA08634823305425
1998,Hindustan Unilever Limited, HINDUNILVR,NSE,142,YYYY-19-DD 19:19:SS,31,RUGI82423352473082
1999,Eicher Motors Limited, EICHERMOT,BSE,377,YYYY-05-DD 23:05:SS,86,QIFN38270514043080
2000,Tech Mahindra Limited, TECHM,NSE,490,YYYY-45-DD 11:45:SS,70,KNFY56840367824032
2001,Bajaj Auto Limited, BAJAJ-AUTO,BSE,144,YYYY-57-DD 10:57:SS,18,AYSO56051968196849
2002,Tech Mahindra Limited, TECHM,NSE,637,YYYY-26-DD 04:26:SS,95,BDKA81240590207292
2003,Titan Company Limited, TITAN,NSE,813,YYYY-16-DD 12:16:SS,12,SVTL54256278394238
2004,Bajaj Finserv Limited, BAJAJFINSV,NSE,797,YYYY-38-DD 15:38:SS,41,TICY96221367901857
2005,Cipla Limited, CIPLA,NSE,110,YYYY-22-DD 16:22:SS,7,TTEX73715434446529
2006,Grasim Industries Limited, GRASIM,NSE,972,YYYY-41-DD 00:41:SS,14,BNGM02701870523666
2007,Tata Motors Limited, TATAMOTORS,NSE,554,YYYY-12-DD 05:12:SS,40,LGLN03698108460419
2008,Mahindra & Mahindra Limited, M&M,NSE,810,YYYY-49-DD 18:49:SS,66,ITEM47408502506157
2009,Reliance Industries Limited, RELIANCE,BSE,626,YYYY-04-DD 01:04:SS,3,ZATZ76330123627050
2010,Tata Motors Limited, TATAMOTORS,NSE,953,YYYY-07-DD 06:07:SS,90,AUBC86486478543977
2011,Hindustan Zinc Limited, HINDZINC,NSE,318,YYYY-33-DD 23:33:SS,73,ROEI51581055652880
2012,Tata Steel Limited, TATASTEEL,NSE,874,YYYY-37-DD 22:37:SS,60,IUED74598197075509
2013,Hero MotoCorp Limited, HEROMOTOCO,BSE,520,YYYY-56-DD 16:56:SS,71,EOBQ12591845300285
2014,Infosys Limited, INFY,BSE,554,YYYY-55-DD 11:55:SS,9,GWIC51442925260879
2015,Coal India Limited, COALINDIA,BSE,237,YYYY-38-DD 03:38:SS,99,SBQG28573349185952
2016,Coal India Limited, COALINDIA,NSE,179,YYYY-07-DD 10:07:SS,3,UQAA91498901598519
2017,Infosys Limited, INFY,NSE,494,YYYY-19-DD 04:19:SS,1,JOHP58681673007876
2018,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,582,YYYY-32-DD 00:32:SS,2,ORQA20833136798256
2019,ITC Limited, ITC,BSE,975,YYYY-53-DD 22:53:SS,95,HPDB95467828236480
2020,Britannia Industries Limited, BRITANNIA,NSE,200,YYYY-32-DD 02:32:SS,64,PEZP78773008606128
2021,Maruti Suzuki India Limited, MARUTI,NSE,319,YYYY-00-DD 12:00:SS,42,FCTM02279650430716
2022,UltraTech Cement Limited, ULTRACEMCO,BSE,806,YYYY-54-DD 17:54:SS,86,WSGD07066444158374
2023,Tech Mahindra Limited, TECHM,NSE,917,YYYY-23-DD 19:23:SS,42,QXOV95725876799249
2024,Adani Green Energy Limited, ADANIGREEN,NSE,536,YYYY-17-DD 03:17:SS,71,CUGT25458784781529
2025,HDFC Bank Limited, HDFCBANK,BSE,506,YYYY-44-DD 08:44:SS,25,TMWX94605494006373
2026,Larsen & Toubro Limited, LT,NSE,800,YYYY-35-DD 21:35:SS,82,QTOE21627918342267
2027,Hindustan Unilever Limited, HINDUNILVR,BSE,445,YYYY-19-DD 09:19:SS,45,VFIP74840496301006
2028,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,549,YYYY-47-DD 14:47:SS,11,VJZG02029118082287
2029,Adani Green Energy Limited, ADANIGREEN,NSE,382,YYYY-41-DD 20:41:SS,71,JGRE59230384080515
2030,Asian Paints Limited, ASIANPAINT,BSE,894,YYYY-30-DD 11:30:SS,22,TOPQ13694172548192
2031,Aditya Birla Capital Limited, ABCAPITAL,NSE,723,YYYY-56-DD 05:56:SS,42,KPRN92062274882831
2032,Adani Enterprises Limited, ADANIENT,NSE,647,YYYY-27-DD 14:27:SS,48,VXUA21972799664207
2033,Britannia Industries Limited, BRITANNIA,NSE,670,YYYY-08-DD 06:08:SS,54,JDVI71117723511727
2034,IndusInd Bank Limited, INDUSINDBK,NSE,204,YYYY-46-DD 16:46:SS,33,QTOE21627918342267
2035,HDFC Bank Limited, HDFCBANK,NSE,390,YYYY-10-DD 15:10:SS,79,FRPL61629027822009
2036,Hindustan Zinc Limited, HINDZINC,NSE,590,YYYY-34-DD 11:34:SS,68,YBKT03599887344854
2037,Coal India Limited, COALINDIA,NSE,614,YYYY-55-DD 05:55:SS,27,YLLV36477815009528
2038,Grasim Industries Limited, GRASIM,BSE,257,YYYY-44-DD 01:44:SS,82,WUDJ25886340368532
2039,Tata Steel Limited, TATASTEEL,NSE,955,YYYY-24-DD 15:24:SS,66,IOLN76951900278381
2040,Coal India Limited, COALINDIA,BSE,443,YYYY-56-DD 11:56:SS,52,KETH36824121048930
2041,ITC Limited, ITC,NSE,399,YYYY-03-DD 14:03:SS,87,ZOUL90114385607891
2042,Tata Steel Limited, TATASTEEL,BSE,307,YYYY-42-DD 11:42:SS,95,LQDY22881446672908
2043,Bajaj Finance Limited, BAJFINANCE,NSE,593,YYYY-14-DD 12:14:SS,80,HRIJ82439371784623
2044,Kotak Mahindra Bank Limited, KOTAKBANK,NSE,880,YYYY-46-DD 19:46:SS,65,FFBD45030618414668
2045,Coal India Limited, COALINDIA,BSE,582,YYYY-15-DD 19:15:SS,72,FIMI63735399556838
2046,IndusInd Bank Limited, INDUSINDBK,BSE,901,YYYY-18-DD 07:18:SS,45,CKEI79268649911512
2047,Tata Steel Limited, TATASTEEL,NSE,775,YYYY-17-DD 02:17:SS,20,HDOK23227063824078
2048,Eicher Motors Limited, EICHERMOT,NSE,675,YYYY-08-DD 11:08:SS,42,ICGR36111701600259
2049,Hindustan Zinc Limited, HINDZINC,NSE,432,YYYY-14-DD 12:14:SS,73,ODMS56787743361068
2050,Wipro Limited, WIPRO,BSE,860,YYYY-41-DD 19:41:SS,50,QPNK74680150710396
2051,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,345,YYYY-04-DD 09:04:SS,76,DYRT85599953657030
2052,Tata Consumer Products Limited, TATACONSUM,BSE,820,YYYY-18-DD 14:18:SS,72,BVCN18313004941039
2053,Wipro Limited, WIPRO,BSE,732,YYYY-25-DD 11:25:SS,57,JNFQ85424302634939
2054,IndusInd Bank Limited, INDUSINDBK,NSE,499,YYYY-53-DD 18:53:SS,8,IBIQ98494309190903
2055,Infosys Limited, INFY,BSE,965,YYYY-01-DD 05:01:SS,87,WPYE52827841937550
2056,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,411,YYYY-40-DD 01:40:SS,44,IFTM34372063377270
2057,HCL Technologies Limited, HCLTECH,NSE,584,YYYY-10-DD 04:10:SS,65,KPRN92062274882831
2058,Tata Motors Limited, TATAMOTORS,NSE,959,YYYY-46-DD 23:46:SS,50,GDFG24949710617921
2059,Nestle India Limited, NESTLEIND,NSE,282,YYYY-54-DD 08:54:SS,78,OFFY47881034690586
2060,Tech Mahindra Limited, TECHM,BSE,567,YYYY-05-DD 09:05:SS,97,REHU10630397553679
2061,Hindustan Zinc Limited, HINDZINC,NSE,666,YYYY-31-DD 08:31:SS,2,YDIP18628973982758
2062,HDFC Bank Limited, HDFCBANK,NSE,852,YYYY-13-DD 20:13:SS,32,NVDI90545785990699
2063,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,945,YYYY-48-DD 10:48:SS,94,TDJF31381649818115
2064,IndusInd Bank Limited, INDUSINDBK,NSE,729,YYYY-43-DD 21:43:SS,36,GKJT17279924288438
2065,Reliance Industries Limited, RELIANCE,NSE,772,YYYY-06-DD 07:06:SS,24,SOWS39449879896237
2066,Larsen & Toubro Limited, LT,BSE,279,YYYY-01-DD 10:01:SS,31,YSQJ07818581664176
2067,Infosys Limited, INFY,BSE,975,YYYY-19-DD 04:19:SS,97,TSGO84200551842203
2068,Wipro Limited, WIPRO,NSE,196,YYYY-33-DD 09:33:SS,11,DNTO27557913628421
2069,ICICI Bank Limited, ICICIBANK,NSE,389,YYYY-20-DD 13:20:SS,64,CEBJ20965984529403
2070,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,881,YYYY-28-DD 22:28:SS,50,BAGU89164615247940
2071,Housing Development Finance Corporation Limited, HDFC,BSE,600,YYYY-14-DD 01:14:SS,22,ZSFU69914866936527
2072,State Bank of India, SBIN,NSE,348,YYYY-36-DD 07:36:SS,97,OOWV87828496587609
2073,UltraTech Cement Limited, ULTRACEMCO,NSE,215,YYYY-04-DD 04:04:SS,40,DPBY90155146203360
2074,ICICI Bank Limited, ICICIBANK,BSE,295,YYYY-50-DD 15:50:SS,23,OQCH19787001048949
2075,Nestle India Limited, NESTLEIND,NSE,441,YYYY-21-DD 13:21:SS,44,CCGX89869647449289
2076,Bajaj Auto Limited, BAJAJ-AUTO,NSE,620,YYYY-10-DD 05:10:SS,59,XNHJ74177595198259
2077,Larsen & Toubro Limited, LT,NSE,628,YYYY-23-DD 16:23:SS,96,PAEO73432563163685
2078,Power Grid Corporation of India Limited, POWERGRID,BSE,386,YYYY-33-DD 08:33:SS,16,QYZE03561565961844
2079,Infosys Limited, INFY,NSE,885,YYYY-09-DD 08:09:SS,56,SVEN79600784248297
2080,Power Grid Corporation of India Limited, POWERGRID,NSE,616,YYYY-28-DD 10:28:SS,30,CGYF31502909866830
2081,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,384,YYYY-04-DD 03:04:SS,63,YDGZ50918743723313
2082,Tata Consultancy Services Limited, TCS,BSE,787,YYYY-34-DD 19:34:SS,35,XRFF11223562656045
2083,HCL Technologies Limited, HCLTECH,NSE,614,YYYY-46-DD 17:46:SS,29,KXSI45294531804341
2084,Nestle India Limited, NESTLEIND,NSE,253,YYYY-50-DD 02:50:SS,4,UNVZ77034996803913
2085,Bajaj Finserv Limited, BAJAJFINSV,BSE,159,YYYY-07-DD 11:07:SS,17,XFKE62682093818789
2086,Hero MotoCorp Limited, HEROMOTOCO,BSE,285,YYYY-38-DD 14:38:SS,66,KPRN92062274882831
2087,Bajaj Finance Limited, BAJFINANCE,NSE,433,YYYY-17-DD 15:17:SS,76,NRBI68121112096476
2088,Wipro Limited, WIPRO,NSE,422,YYYY-11-DD 21:11:SS,100,SPVN28376882914829
2089,Aditya Birla Capital Limited, ABCAPITAL,BSE,707,YYYY-54-DD 23:54:SS,1,UXNL33573313722973
2090,Asian Paints Limited, ASIANPAINT,NSE,743,YYYY-58-DD 15:58:SS,31,NFYH58672492061445
2091,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,121,YYYY-27-DD 08:27:SS,45,JHBY56677049189089
2092,Divi's Laboratories Limited, DIVISLAB,BSE,953,YYYY-30-DD 09:30:SS,55,BFZI24803483631005
2093,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,428,YYYY-37-DD 06:37:SS,11,BSDJ60793088956609
2094,UltraTech Cement Limited, ULTRACEMCO,BSE,259,YYYY-29-DD 05:29:SS,82,KDVY28641612647014
2095,HCL Technologies Limited, HCLTECH,BSE,658,YYYY-20-DD 10:20:SS,88,ABUX60263787062329
2096,IndusInd Bank Limited, INDUSINDBK,NSE,129,YYYY-30-DD 01:30:SS,52,YRJJ56968015521297
2097,HDFC Bank Limited, HDFCBANK,BSE,780,YYYY-01-DD 03:01:SS,19,KDVC15435404909634
2098,Coal India Limited, COALINDIA,BSE,498,YYYY-08-DD 23:08:SS,87,OSXJ49522174224297
2099,Bharti Airtel Limited, BHARTIARTL,BSE,432,YYYY-12-DD 15:12:SS,55,TICY96221367901857
2100,Larsen & Toubro Limited, LT,NSE,444,YYYY-38-DD 18:38:SS,91,WDBT61114518149963
2101,State Bank of India, SBIN,BSE,652,YYYY-21-DD 23:21:SS,80,FZST60660857822421
2102,Eicher Motors Limited, EICHERMOT,NSE,116,YYYY-02-DD 04:02:SS,74,SJFA13864290255508
2103,Adani Enterprises Limited, ADANIENT,BSE,101,YYYY-09-DD 01:09:SS,98,PUTF50584851388192
2104,Britannia Industries Limited, BRITANNIA,NSE,996,YYYY-13-DD 22:13:SS,82,BGSO07419345531772
2105,Power Grid Corporation of India Limited, POWERGRID,NSE,222,YYYY-26-DD 16:26:SS,79,OYRC02206649602111
2106,Larsen & Toubro Infotech Limited, LTI,BSE,822,YYYY-00-DD 09:00:SS,50,VMAZ74837102411566
2107,ICICI Bank Limited, ICICIBANK,BSE,103,YYYY-38-DD 04:38:SS,67,XKYJ34453106663540
2108,Shree Cement Limited, SHREECEM,NSE,119,YYYY-04-DD 02:04:SS,49,IZTR77105890002740
2109,Tata Consumer Products Limited, TATACONSUM,NSE,705,YYYY-09-DD 11:09:SS,89,LDLL08481944238436
2110,Hero MotoCorp Limited, HEROMOTOCO,NSE,836,YYYY-45-DD 07:45:SS,53,ACTM90739393490718
2111,Divi's Laboratories Limited, DIVISLAB,NSE,650,YYYY-40-DD 10:40:SS,60,LDLL08481944238436
2112,Housing Development Finance Corporation Limited, HDFC,NSE,712,YYYY-37-DD 08:37:SS,100,WPYE52827841937550
2113,Wipro Limited, WIPRO,BSE,868,YYYY-35-DD 00:35:SS,79,DLUG12026137427031
2114,Asian Paints Limited, ASIANPAINT,BSE,723,YYYY-41-DD 02:41:SS,16,BCHW49786475015804
2115,Wipro Limited, WIPRO,BSE,183,YYYY-56-DD 16:56:SS,1,RSAY12472920568542
2116,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,511,YYYY-51-DD 11:51:SS,11,EHFB22534204728917
2117,Nestle India Limited, NESTLEIND,NSE,533,YYYY-44-DD 10:44:SS,49,DEJK78240151396495
2118,Tata Consumer Products Limited, TATACONSUM,BSE,398,YYYY-49-DD 11:49:SS,97,CWZQ42224906264869
2119,Bharti Airtel Limited, BHARTIARTL,BSE,959,YYYY-25-DD 21:25:SS,58,ONPG67336146208447
2120,Coal India Limited, COALINDIA,BSE,848,YYYY-12-DD 14:12:SS,78,LYBL63794988143738
2121,ITC Limited, ITC,NSE,174,YYYY-27-DD 02:27:SS,63,JFWV01903811224220
2122,Axis Bank Limited, AXISBANK,NSE,350,YYYY-18-DD 20:18:SS,63,OQCH19787001048949
2123,State Bank of India, SBIN,NSE,222,YYYY-56-DD 13:56:SS,99,YDYU17938432265783
2124,Reliance Industries Limited, RELIANCE,NSE,357,YYYY-52-DD 06:52:SS,39,POOM75647681255629
2125,ICICI Bank Limited, ICICIBANK,BSE,561,YYYY-46-DD 17:46:SS,7,CEHH85254485753172
2126,ITC Limited, ITC,NSE,229,YYYY-17-DD 13:17:SS,21,GVNU03031723682442
2127,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,252,YYYY-53-DD 03:53:SS,4,TTLH94212331025910
2128,Tech Mahindra Limited, TECHM,NSE,876,YYYY-18-DD 06:18:SS,31,TTEX73715434446529
2129,Housing Development Finance Corporation Limited, HDFC,NSE,925,YYYY-19-DD 21:19:SS,8,IAHS39455782389637
2130,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,979,YYYY-25-DD 13:25:SS,23,NJZI88128517044899
2131,Kotak Mahindra Bank Limited, KOTAKBANK,NSE,811,YYYY-22-DD 23:22:SS,17,JNXG38514780252958
2132,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,316,YYYY-46-DD 19:46:SS,58,EAZL79674942380488
2133,Wipro Limited, WIPRO,BSE,459,YYYY-23-DD 01:23:SS,73,HIRB93874920303716
2134,HDFC Bank Limited, HDFCBANK,BSE,122,YYYY-35-DD 21:35:SS,26,OQDX82145891622726
2135,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,819,YYYY-12-DD 06:12:SS,51,ITEM47408502506157
2136,Wipro Limited, WIPRO,NSE,735,YYYY-34-DD 11:34:SS,85,HXHU13763447650140
2137,Hero MotoCorp Limited, HEROMOTOCO,BSE,574,YYYY-39-DD 04:39:SS,67,USNG00983533173734
2138,Wipro Limited, WIPRO,BSE,509,YYYY-12-DD 21:12:SS,28,HBLC30543172477434
2139,Maruti Suzuki India Limited, MARUTI,NSE,205,YYYY-26-DD 03:26:SS,97,HCDN53883892241195
2140,UltraTech Cement Limited, ULTRACEMCO,BSE,472,YYYY-58-DD 23:58:SS,94,SLGB26459540128420
2141,HDFC Bank Limited, HDFCBANK,BSE,463,YYYY-04-DD 11:04:SS,82,ZOUL90114385607891
2142,ICICI Bank Limited, ICICIBANK,NSE,261,YYYY-54-DD 06:54:SS,95,IEEB94983333949661
2143,Tata Steel Limited, TATASTEEL,NSE,399,YYYY-00-DD 05:00:SS,3,RAQA16514105697686
2144,Grasim Industries Limited, GRASIM,BSE,155,YYYY-13-DD 03:13:SS,22,PAGO58656203631664
2145,State Bank of India, SBIN,NSE,706,YYYY-29-DD 10:29:SS,98,TVLK67355683720538
2146,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,770,YYYY-33-DD 07:33:SS,11,PRGQ79361859852257
2147,Adani Enterprises Limited, ADANIENT,BSE,217,YYYY-04-DD 03:04:SS,5,BBXT59059406905626
2148,Hindustan Unilever Limited, HINDUNILVR,BSE,991,YYYY-09-DD 11:09:SS,71,WRFL44308262793871
2149,Housing Development Finance Corporation Limited, HDFC,NSE,251,YYYY-20-DD 20:20:SS,26,MGXQ35281867536181
2150,Tata Consumer Products Limited, TATACONSUM,BSE,790,YYYY-38-DD 08:38:SS,68,HRNL26374359260376
2151,Cipla Limited, CIPLA,BSE,733,YYYY-27-DD 13:27:SS,22,LXHA35880689706291
2152,Cipla Limited, CIPLA,BSE,129,YYYY-01-DD 16:01:SS,4,ZBLM62227791940761
2153,Reliance Industries Limited, RELIANCE,BSE,105,YYYY-19-DD 04:19:SS,67,RQHZ43680414183245
2154,HCL Technologies Limited, HCLTECH,BSE,649,YYYY-50-DD 04:50:SS,64,XDYF95896428811876
2155,ICICI Bank Limited, ICICIBANK,BSE,759,YYYY-07-DD 22:07:SS,79,GVNU03031723682442
2156,Tata Steel Limited, TATASTEEL,NSE,801,YYYY-37-DD 22:37:SS,80,YIOT28372807109889
2157,Shree Cement Limited, SHREECEM,NSE,164,YYYY-23-DD 09:23:SS,33,USNG00983533173734
2158,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,998,YYYY-44-DD 23:44:SS,8,CQKC61029565478686
2159,Power Grid Corporation of India Limited, POWERGRID,NSE,704,YYYY-29-DD 07:29:SS,14,IDOZ92241211248344
2160,Wipro Limited, WIPRO,NSE,181,YYYY-49-DD 14:49:SS,44,SRAD00677052117439
2161,Eicher Motors Limited, EICHERMOT,NSE,578,YYYY-47-DD 07:47:SS,16,XZBR49321433838530
2162,Mahindra & Mahindra Limited, M&M,BSE,879,YYYY-56-DD 04:56:SS,97,LVMO11847225880562
2163,Mahindra & Mahindra Limited, M&M,NSE,470,YYYY-46-DD 05:46:SS,61,ZBXA50256228481495
2164,Nestle India Limited, NESTLEIND,BSE,371,YYYY-38-DD 19:38:SS,24,CUPH40888811759661
2165,Kotak Mahindra Bank Limited, KOTAKBANK,NSE,199,YYYY-41-DD 05:41:SS,9,YAVD40908857120101
2166,Bajaj Auto Limited, BAJAJ-AUTO,NSE,641,YYYY-02-DD 23:02:SS,12,IQYT47944865456427
2167,Power Grid Corporation of India Limited, POWERGRID,BSE,439,YYYY-04-DD 12:04:SS,89,RLYO75260596892660
2168,Tata Consultancy Services Limited, TCS,BSE,688,YYYY-13-DD 21:13:SS,74,XIFL99847542816019
2169,ICICI Bank Limited, ICICIBANK,BSE,952,YYYY-55-DD 11:55:SS,7,MBFT53362451020824
2170,Bharti Airtel Limited, BHARTIARTL,NSE,285,YYYY-27-DD 02:27:SS,38,NIHT15176768290738
2171,Divi's Laboratories Limited, DIVISLAB,BSE,286,YYYY-04-DD 17:04:SS,54,OBIM76099867237834
2172,Infosys Limited, INFY,NSE,970,YYYY-56-DD 06:56:SS,91,XRDW65964429153926
2173,UltraTech Cement Limited, ULTRACEMCO,BSE,455,YYYY-36-DD 09:36:SS,57,TXWN29877609075903
2174,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,740,YYYY-01-DD 06:01:SS,55,BUCL41274896813975
2175,Bajaj Finserv Limited, BAJAJFINSV,NSE,983,YYYY-10-DD 10:10:SS,75,UEPS04550837470562
2176,Nestle India Limited, NESTLEIND,NSE,593,YYYY-32-DD 11:32:SS,51,SROO48760416528015
2177,Tata Consultancy Services Limited, TCS,NSE,938,YYYY-15-DD 16:15:SS,49,LMYR45234961652172
2178,Hindustan Zinc Limited, HINDZINC,NSE,153,YYYY-07-DD 05:07:SS,6,TTEX73715434446529
2179,IndusInd Bank Limited, INDUSINDBK,BSE,939,YYYY-36-DD 12:36:SS,31,RWTY52231645047557
2180,Infosys Limited, INFY,NSE,552,YYYY-28-DD 20:28:SS,47,COCI88805546809664
